variable_id,mz,rt,QC_001,QC_002,QC_003,QC_004,QC_005,QC_006,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,QC_008,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020,MT_021,QC_009,MT_022,MT_023,MT_024,MT_025,MT_026,MT_027,QC_010,WT_001,MT_028,MT_029,MT_030,MT_031,MT_032,MT_033,MT_034,QC_011,WT_002,MT_035,MT_036,MT_037,MT_038,MT_039,MT_040,MT_041,MT_042,MT_043,MT_044,MT_045,QC_012,MT_046,MT_047,MT_048,MT_049,MT_050,MT_051,MT_052,MT_053,MT_054,MT_055,QC_013,MT_056,MT_057,MT_058,MT_059,MT_060,MT_061,MT_062,MT_063,MT_064,QC_014,MT_065,MT_066,MT_067,MT_068,MT_069,MT_070,MT_071,MT_072,QC_015,MT_073,MT_074,MT_075,MT_076,MT_077,MT_078,MT_079,MT_080,MT_081,MT_082,QC_016,MT_083,MT_084,MT_085,MT_086,MT_087,MT_088,MT_089,MT_090,MT_091,MT_092,MT_093,MT_094,MT_095,QC_017,MT_096,MT_097,MT_098,MT_099,MT_100,MT_101,MT_102,MT_103,MT_104,MT_105,MT_106,QC_018,MT_107,MT_108,MT_109,MT_110,MT_111,MT_112,MT_113,QC_019,MT_114,MT_115,MT_116,MT_117,MT_118,MT_119,MT_120,MT_121,QC_020,MT_122,MT_123,MT_124,MT_125,MT_126,WT_003,MT_127,MT_128,MT_129,MT_130,QC_021,MT_131,MT_132,MT_133,MT_134,MT_135,MT_136,MT_137,MT_139,MT_140,QC_022,MT_141,MT_142,MT_138,MT_143,MT_144,MT_145,MT_146,QC_023,MT_147,MT_148,MT_149,MT_150,MT_151,MT_152,MT_153,QC_024,WT_004,MT_154,MT_155,MT_156,MT_157,MT_158,MT_159,MT_160,MT_161,MT_162,MT_163,QC_025,MT_164,MT_165,MT_166,WT_005,MT_167,MT_168,MT_169,MT_170,MT_171,MT_172,MT_173,MT_174,QC_026,MT_175,MT_176,MT_177,MT_178,WT_006,MT_179,MT_180,MT_181,MT_182,MT_183,MT_184,MT_185,QC_027,MT_186,MT_187,MT_188,MT_189,MT_190,MT_191,QC_028,MT_192,MT_193,MT_194,MT_195,MT_196,MT_197,MT_198,MT_199,QC_029,WT_007,MT_200,MT_201,MT_202,MT_203,MT_204,MT_205,MT_206,QC_030
Met_pos_1380,824.5515747,18.74435476,NA,NA,NA,187063,217280,261239,NA,NA,NA,NA,NA,65116,11900,43751,NA,1338,NA,NA,NA,4733,NA,NA,14395,8681,16769,12857,NA,1526,NA,NA,NA,10772,NA,NA,NA,NA,NA,NA,NA,71552,NA,NA,NA,5088,307626,39378,NA,34370,20375,27025,NA,4523,NA,12520,5524,2945,NA,295133,NA,3758,NA,NA,NA,NA,217188,NA,NA,NA,341378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23337,NA,22146,NA,NA,55156,NA,NA,NA,30001,72787,NA,32408,NA,NA,NA,18768,NA,NA,246564,90536,NA,NA,NA,32688,NA,10856,NA,NA,NA,NA,NA,23726,260801,NA,NA,NA,41116,NA,NA,61543,NA,NA,269,NA,NA,NA,18703,NA,NA,888,NA,NA,NA,NA,10077,8896,NA,NA,33664,NA,NA,NA,NA,NA,33595,34139,NA,NA,51841,NA,149420,43305,353462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20758,NA,4114,NA,NA,36626,5110,NA,NA,9663,NA,901,NA,22747,NA,NA,NA,97408,7864,46370,23958,NA,12262,NA,NA,NA,13900,42232,NA,NA,80948,NA,64347,NA,NA,NA,59422,NA,NA,NA,NA,46019,NA,NA,NA,NA,NA,NA,NA,NA,261306,NA,NA,107871,57052,56845,NA,233402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27706,NA,NA,35390,NA,97397,NA,NA
Met_pos_1384,301.2161865,13.80074036,17381,20130,20548,20384,19913,23834,11008,3823,5536,6403,8362,9864,28578,11540,14289,7326,16509,NA,22209,7741,10026,9951,10696,7801,7423,5685,3541,6262,20609,13529,10495,6047,6942,19851,6967,38678,4156,12532,3692,8287,15075,3339,10112,9066,16722,4775,4652,8733,9878,3916,7440,9423,8961,3120,12632,8579,7820,27602,NA,5816,4111,3639,2683,3126,3850,1658,2317,5214,12659,4382,2824,3275,2870,5045,8140,5446,4554,5446,9924,4771,7676,3346,4647,2058,2841,4145,4648,6261,5028,3084,3930,4825,12923,NA,9295,5060,2926,8234,9167,11323,12285,3713,4100,3792,2897,4701,2223,3463,6802,3120,3944,1484,9042,4965,6697,1411,3477,3191,4189,8152,4044,5504,4493,3958,16436,6170,7926,6241,3464,7841,5875,9386,12552,4807,4355,3465,4156,6570,3182,5492,3036,10149,5082,8789,5731,2724,7223,5278,13580,13678,16323,3825,10002,7045,7432,6827,4904,11715,7365,7571,5401,6026,12806,6016,4178,13202,5203,11946,7632,7414,17534,5652,8811,4551,5952,4855,12137,3725,11643,4896,2632,6327,11657,15517,7263,9924,3927,4801,3731,3975,14529,NA,4834,3506,4144,6916,6919,4189,10764,2773,3250,6982,3827,17223,2752,3155,7133,5872,8530,8499,6505,3727,12176,3758,4865,5461,24943,2283,3466,14693,11146,3840,4414,22268,6640,4755,7267,8291,7200,6824,11568,4843,22407,8012,NA,3872,7140,8997,7659,5613,5199,22575
Met_pos_1385,970.6097412,18.75576038,181915,195436,211698,279611,307164,351616,9066,9359,25286,39034,10253,108481,19856,72709,45382,1910,13425,5442,417399,6384,51113,7879,40561,68325,38693,18275,45033,11000,464254,50757,79087,10690,21807,61386,51366,425800,80082,61426,52965,108619,246125,18265,45800,11618,443433,69887,39978,57282,48179,25108,33831,11377,58648,16681,4376,1766,6387,443265,NA,1211,383835,83017,133406,27643,279754,201289,133971,185486,476139,176425,58391,48498,43374,70208,90443,79898,82055,20377,351275,30354,57316,65113,80905,63579,89763,33548,51708,322922,85705,111737,123896,76020,76125,27224,37852,64727,140114,65066,412723,70112,28301,17637,24100,45193,61739,81196,60898,27549,51339,28655,56004,80047,357283,87249,228257,43869,71850,16804,18236,84802,164436,23548,49,89467,726171,57321,70045,44755,30854,NA,44348,48840,569860,68471,4937,35136,65678,86151,58038,41183,82597,573494,43419,56190,57148,60066,17699,112531,91645,11111,258928,97842,595192,20701,54058,32903,40729,69095,42887,96068,38020,52077,535227,67742,39018,93158,45093,24512,6496,56411,422226,67685,10867,22375,24145,19174,48450,427,414182,45476,27520,55127,39090,113160,5048,116179,59590,37276,36252,73033,398060,51812,34296,21267,82877,116177,114743,70241,59339,37309,111460,74145,80378,383971,14155,9166,37393,51691,63797,71157,79515,109365,132582,84396,64180,73345,357457,61595,35959,180166,76132,78396,59308,299746,29908,62431,23424,59186,83535,27150,31980,22493,296052,44947,18098,24321,36934,125226,85957,186868,22288,264124
Met_pos_1387,659.4515991,16.15959016,138382,NA,662521,541561,NA,550376,105044,96839,23001,78556,88042,274829,202571,181951,73388,104898,254600,102400,NA,45279,219982,39905,27680,128656,270487,31185,6735,79694,145699,30939,169415,251901,230782,409701,238573,NA,160042,46044,106202,204124,161300,14645,178030,163200,NA,61159,136699,25772,NA,24940,325293,NA,38874,37781,62787,101182,124853,140900,NA,234374,279483,6329,35112,NA,203672,NA,157388,99241,154042,41184,358841,239071,242437,35196,609602,24065,34073,15556,855228,NA,17371,91215,NA,98876,255684,451928,372720,NA,216750,NA,NA,NA,53181,151661,69904,54976,151504,32737,NA,294077,NA,96642,11036,277607,NA,134098,24762,33815,99938,61607,67724,146875,NA,14559,368549,697394,79756,79130,82118,NA,32575,60840,24442,56794,143271,155497,69910,31948,NA,29344,20071,54562,NA,62237,58568,166020,286861,342647,28758,54378,34981,132338,298486,37364,99934,27717,544361,201336,NA,103880,NA,NA,NA,75588,99587,136146,518929,82958,332943,38272,277880,64006,NA,324472,90689,459455,364039,86531,185621,NA,104495,29987,106752,123112,NA,77759,38933,154,NA,NA,NA,97245,NA,51754,NA,334512,174427,190412,184414,202864,NA,203713,15839,136175,183138,132765,138117,98131,NA,307277,NA,92717,240146,169724,NA,NA,NA,225625,NA,172533,405111,NA,NA,263340,935918,12732,1038032,129456,102853,165475,179497,31867,452959,168133,290085,61571,NA,NA,345640,106792,492894,79690,155052,113958,219821,2677,165592,743256,36631,267908,232154,145303
Met_pos_1389,193.0496216,5.301172807,219610,206530,261398,213315,215271,245376,29499,50359,77497,45574,67083,95496,89868,108580,125719,80705,58541,65024,216299,158575,69683,52843,62226,97190,103263,59829,62312,39113,243998,77732,96592,100645,80961,97105,79545,228366,33526,54418,35837,52234,94279,32511,74017,60052,217426,38042,111461,113765,33893,27397,34986,63589,58033,46700,59297,43219,32644,208571,223289,120646,51904,24457,33823,20603,41903,40821,94929,24640,233735,111842,97767,26750,53345,54489,68634,105100,89876,96086,208920,44402,57083,82399,54472,34600,77685,55186,59132,244796,34699,41272,83697,31327,31470,19708,47724,20089,16407,85315,230296,15027,34417,71282,54580,55006,15672,12488,11417,12059,41723,20399,34697,12268,204218,46406,68581,37799,40582,73134,61059,47976,45763,60288,30730,21205,200970,13792,12440,15957,23780,85087,73172,34249,230609,59071,65208,29687,57986,64013,64353,50859,37251,223599,20985,25849,23386,106603,72750,49078,88710,104137,120238,51141,233234,51678,110733,43744,32015,49022,25872,46355,28397,25468,250184,15037,23730,80135,95291,13077,17976,19541,237605,31929,47533,104572,66742,32333,40617,38882,244324,38589,36189,44813,47686,91313,116931,80338,100527,65364,77048,66366,229650,48606,33401,155540,31799,37375,57465,40222,73066,61543,47532,46878,41565,250942,87191,49406,32629,19665,19255,85719,53641,24749,33407,54054,251939,81231,277663,87932,69148,104627,75567,15080,22645,295793,37981,43743,46057,71433,54468,43300,49737,53647,311652,26984,35160,43482,24973,54276,78062,31047,82259,300781
Met_pos_1390,856.5410767,16.89612378,170707,190145,244114,201552,226021,275325,1956,1269,3803,1437,386,8672,280,3320,86,1423,6022,9649,350160,365,8738,3688,2749,7003,8650,1174,502,239,309163,7615,10626,1284,2097,449,4642,336850,595,199,16749,6303,15126,403,3119,12473,354841,3003,2042,3645,18147,284979,7743,9366,115226,2975,6490,13692,725,355479,90,83547,18789,1185,267985,1103,374334,209602,7970,903914,382560,24054,17936,3515,958,4060,79801,10905,90112,39,307968,3021,3555,4890,3713,1695,16239,NA,6169,287148,7245,325446,599616,21557,132418,2222,1024,24533,1196994,10619,297864,21786,2622,2895,383,1922,9646,3061,564,1199,10009,1692,2798,38625,280341,36061,112630,6754,7376,2358,4362,3928,3744,3632,2881,31835,501004,723,3484,3822,5460,1942,137,916,464037,14185,1117,2263,13660,8945,15970,3482,6930,428032,499,2478,4032,6206,7365,3575,3988,6602,3546,24,440550,14935,9704,3838,11960,6777,6231,10433,10699,3561,355882,9753,18520,10268,23706,427036,6558,4054,309456,1921,835,8406,2933,466320,11392,211,309964,3211,5166,13930,2298,2839,2928,2830,11998,13508,5510,9572,340483,56809,3737,27529,5378,6305,3149,26182,27766,16804,64017,307705,392749,376076,22277,12920,939,30991,2059,5029,8365,9154,6904,6954,209749,15083,267446,5435,2192,6436,942,706296,422450,308478,12416,689152,5007,4468,16098,3810,14586,6648,347039,3182,20442,31831,4872,121537,14595,2360460,5113,327216
Met_pos_1391,179.0636902,6.255107264,675680,763400,697780,712985,681721,727264,13900,NA,11541,13476,NA,NA,10906,NA,13034,14044,11339,9685,752562,10715,10949,7517,14541,15913,8788,NA,7594,12075,739359,9349,NA,8115,13425,14108,10093,725389,8984,16992,NA,NA,11814,NA,11450,10803,683075,8286,18788,NA,NA,NA,10972,NA,6548,12183,12371,9177,10510,661157,10193,NA,NA,NA,15502,10946,11364,12442,14809,17333,657345,NA,NA,13734,NA,NA,11210,NA,13477,13853,497635,18600,18247,NA,5641,NA,10203,NA,6985,512589,NA,NA,NA,NA,10615,NA,7391,6983,10876,NA,529626,14553,9082,12888,3468,11056,6871,NA,9468,NA,15496,8113,9795,8427,515183,NA,NA,6295,12399,18515,12866,7699,9502,21117,NA,12935,565429,20133,NA,10691,11721,15358,8830,NA,572741,NA,NA,NA,13908,12376,10564,11218,5410,600471,13223,NA,NA,11677,NA,11905,11321,12900,23962,NA,577942,NA,9901,10285,17350,23780,NA,14586,16213,15966,623265,11392,15976,17162,15410,19723,22226,18151,596567,16391,15115,18263,23474,19200,13701,13521,578919,NA,28612,25446,20503,27849,27499,17458,33094,15303,31137,26936,583607,21592,13637,26182,25582,16161,21671,28172,13420,30752,25692,28796,NA,638161,22345,25026,21939,20299,26236,18942,32186,26600,28855,NA,19894,17784,727215,18650,18635,36967,17864,NA,23656,688743,13894,22673,22068,14780,19349,14940,22291,19320,731671,29171,33245,17356,15235,25978,18318,18474,17505,753769
Met_pos_1393,351.2529602,17.22194668,754,136,252,832,278,21642,12102,1571,14918,153,4473,8104,8368,11029,243,512,1987,13014,543,353,1174,21890,31959,623,6994,3909,1667,7308,27776,1685,14022,391,485,18388,3447,1525,644,7466,229,7746,7790,10118,282,240,22817,530,19743,9505,279,488,168,7415,5217,528,914,3934,1170,1884,26,7221,NA,NA,719,2424,1365,1169,NA,188,312,1803,873,357,404,NA,2555,3545,1389,2482,155,142,1043,6297,47,887,187,3935,2658,33550,7497,1638,133,2142,1236,78,5663,NA,2900,240,85,492,731,NA,1935,1441,NA,2750,447,670,NA,539,943,511,1223,63,2305,5232,NA,NA,518,383,NA,5489,384,955,31033,NA,459,915,125,214,691,235,42869,1108,1944,408,642,1252,183,327,1081,2793,97,NA,139,1498,1743,1879,3396,2570,4938,1920,40836,3669,6237,532,2448,946,334,1173,490,651,31715,2899,3276,6695,760,2050,2103,3269,37756,1664,1770,464,526,138,577,964,50964,1010,1773,6061,1412,5308,5573,4400,513,12159,10136,294,1205,1982,9264,9470,468,245,624,9070,282,2805,4299,299,5934,319,6089,3206,492,4910,274,8805,11710,43,561,2485,122,1353,586,689,432,NA,3028,1798,5402,583,2244,499,4952,2920,1423,1632,888,628,59441,18078,316,659,7705,846,3038,123,1449,60
Met_pos_1394,307.1766357,4.252956456,1016726,1007941,1007013,980373,845685,670695,491726,89635,214611,212610,202208,341873,192348,59436,254154,112708,69995,99691,646044,480987,423892,251977,266232,521322,474241,146800,349409,161618,533021,240349,216380,68252,146737,85093,176692,258866,87528,170963,136689,134421,254716,98814,70630,88412,344065,148997,835688,434629,30447,53279,25013,85273,25580,8809,70067,150582,20533,77479,1434314,304136,114698,50783,53331,33358,102390,158817,123243,124992,758460,163543,52462,37706,212465,215338,218070,302795,156874,525974,544971,131896,387724,715127,122714,240997,349331,170657,174121,711541,123214,97552,105521,147407,67219,40065,44616,27030,200423,142694,686484,122780,138011,71744,68298,52228,74580,51218,70882,67991,37787,45451,46442,9897,188211,32743,188671,104323,49158,243969,198941,152960,101808,152986,37741,28957,806683,19232,17688,34095,144496,141211,148176,181642,368097,1099137,323949,181863,79160,89483,13838,17973,14069,439639,59915,67266,41984,1047940,499636,265840,373198,395135,668885,334752,777065,414820,1239816,238629,138730,246891,244242,58085,81133,108382,92121,88401,40956,374977,319642,99214,144111,90678,373662,231047,214796,659415,211942,268968,190055,135122,537293,273147,177173,268202,61270,380160,478654,1005429,91580,250397,112115,65757,142826,186496,176306,103304,609174,186754,250445,154224,186925,278949,436798,219565,380410,301912,371937,84684,98787,104477,45307,61951,208436,231263,47127,49112,180548,280605,943058,110079,306016,208029,327703,55985,66858,596044,256536,35991,24977,94295,180067,174244,64595,44950,865904,71434,101177,628639,27607,29533,299939,30065,70521,825141
Met_pos_1395,797.4443359,16.87459206,78640,95682,102060,111505,83257,NA,NA,NA,NA,NA,NA,NA,9313,17122,NA,6492,NA,NA,70549,NA,NA,14520,17727,NA,18355,NA,NA,NA,90806,9780,24750,29652,NA,NA,18769,111141,17819,8902,12499,NA,48361,NA,20556,NA,113284,16689,NA,NA,15738,48591,33367,20998,22535,NA,NA,NA,NA,86936,602,NA,31118,NA,34070,6971,34034,58949,NA,85423,98166,40194,24239,17955,6417,17661,32465,20604,NA,NA,122072,NA,26616,NA,13194,8010,42681,8448,31354,88710,28893,40511,76320,NA,20600,NA,NA,33244,35251,NA,111666,41742,7314,NA,NA,NA,17748,NA,NA,NA,18624,13032,21413,26126,98850,30714,62869,NA,NA,17537,NA,17501,NA,19602,NA,23220,NA,NA,NA,5157,9912,3676,10133,8639,94944,26267,NA,10270,16325,NA,NA,NA,NA,38087,8558,NA,NA,NA,NA,NA,NA,NA,NA,10513,86998,NA,NA,NA,NA,NA,NA,NA,16473,6685,89321,NA,NA,NA,NA,16178,NA,NA,74503,NA,NA,NA,NA,9345,NA,2315,83408,NA,NA,28439,NA,NA,NA,NA,22998,13953,NA,26888,105294,28468,13644,23919,NA,24360,NA,27581,NA,NA,19133,22947,24026,94828,NA,12894,NA,NA,9988,NA,21822,23577,NA,17722,25242,11141,83115,NA,NA,NA,NA,19999,NA,75594,NA,33009,22861,23004,NA,NA,NA,14347,NA,11009,14186,20332,20136,NA,15818,32196,21358,NA
Met_pos_1396,572.1913452,9.421188097,300324,254359,199894,154868,141781,156420,70900,7684,71342,64017,72178,82781,68368,72493,44476,110854,84817,58022,133979,60653,92355,56683,7460,67107,58393,80543,46043,9600,135495,55094,62276,59057,68058,73660,58793,135654,38671,57428,36781,78940,47401,68229,87109,62721,120985,25913,28032,43400,60317,34099,39466,61866,36276,44781,35350,7187,40819,138657,61917,40184,42654,1355,434,23430,15308,21139,25934,597,127751,16684,38971,18828,11948,19517,29391,40724,23962,20542,106325,34376,4131,29915,26231,3841,34725,4668,77,107075,28118,33884,1754,48978,232,4076,30026,44839,19708,42036,116097,33476,24913,649,2109,22740,55420,33657,26287,1803,48500,21950,311,1352,108975,22974,23919,57267,59367,20297,47652,60754,4435,42841,42622,42080,123204,47554,32820,59052,33642,39426,18384,4582,103442,25976,19751,32571,621,2682,206,50529,55247,95345,38688,20687,86,42,37152,28927,22872,47916,2258,4541,79898,56164,56735,5880,5743,47435,116529,61,54503,43980,111452,39457,28343,43868,150457,190839,248706,247055,104338,82414,95443,64955,20934,61509,133491,217131,249,42851,64149,64452,50717,180,61503,48633,31134,39618,3291,42755,92335,3161,267,40833,581,49789,7689,41361,47916,68715,31516,25287,14643,74369,59037,38481,43010,41046,28623,52513,57370,10618,43276,52627,36055,67488,534625,32373,47142,8853,35771,42187,3314,366281,18279,25807,44348,42021,41032,35529,38630,30201,256771,27888,68374,44505,1396,59992,69650,62165,55316,232720
Met_pos_1398,387.1930542,12.90897388,2765,93926,87985,68787,80959,78776,25919,413,20004,11890,20183,168,1112,1083,1235,24998,73,35515,76727,32882,109,307,19152,664,34014,584,965,615,552,23695,16068,1308,14535,391,40253,83166,1021,19652,19896,133,20804,769,33021,417,1728,731,148,116,22488,562,31155,1024,32365,129,16718,18149,1219,3097,21317,1023,86,21759,10337,1869,1317,9578,533,12572,68532,19270,1464,1411,799,224,11987,787,15541,299,64263,10458,15308,9419,12711,16342,612,12288,626,61433,14137,17670,818,18619,25730,45,443,16432,16425,10496,312,46,12826,28,268,580,11627,555,352,810,53,15302,10848,8748,79458,31,13034,74,567,13809,14030,343,316,162,2055,38,949,1069,424,15199,10733,289,13889,1448,2083,39,54,11005,12664,154,9255,11354,647,70258,13963,26617,316,12360,251,292,177,318,17032,725,78150,14198,253,23718,30021,1291,770,13755,22984,115,1349,8950,16823,1053,570,196,632,15752,82170,383,227,113,23783,96,756,636,91278,13864,1350,19247,682,1258,1614,19348,1057,18757,806,303,1225,483,17876,18802,16074,19834,21334,903,416,18913,428784,494,15226,949,19583,22029,420,869,1013,26408,14019,20455,58,15344,756,13817,2474,653,160,961,23793,15187,20692,2364,20146,113,18431,53,246,18683,60017,628,80193,622,17462,24662,106,1582,23408,96214,12504,105673
Met_pos_1399,564.3377075,9.414858732,3085,3027,6641,4695,6662,2725,412,1430,1489,590,388,603,319,604,402,979,1221,566,3706,546,2811,1216,1019,112,619,1513,1186,986,2103,901,NA,1535,341,1710,1867,642,140,2565,769,2093,117,235,1627,178,NA,NA,2059,873,219,165,589,66,1526,213,1218,NA,397,9241,444,1200,143,NA,NA,487,600,95,362,NA,3887,NA,1431,471,1263,917,NA,2151,957,90,2119,141,490,2248,900,470,547,1744,1854,826,176,1628,1141,131,107,1191,355,320,31,NA,2795,626,619,833,476,742,333,NA,5103,NA,997,76,339,1093,3682,230,NA,28,2192,22,461,1056,667,1083,1238,141,NA,282,248,491,283,475,19,1569,4672,794,91,30,NA,588,30,140,586,4167,493,153,295,52,709,NA,443,296,27,89,3522,1271,NA,465,64,1201,7569,NA,429,700,NA,688,NA,83,1179,31,NA,1271,NA,260,711,613,1353,53,368,744,5499,481,163,535,681,33,NA,1154,107,1046,476,NA,1906,287,1077,280,540,2201,128,413,123,1594,140,433,384,1326,916,461,204,192,93,197,564,636,482,282,262,470,1649,309,200,352,111,298,539,4247,262,818,352,349,141,NA,739,427,2817,115,188,339,NA,692,1345,103,46,5831
Met_pos_14,487.289978,12.87004305,18033,1437,15747,24336,17598,2853,2892,102,121,5696,91,656,569,3916,4091,4029,816,8014,3958,2352,118,13478,6637,6837,2777,1926,819,587,20618,3505,4310,1029,261,884,545,23373,7791,223,1751,5584,1699,618,825,660,21706,836,1115,4111,468,242,1503,315,1719,418,1794,304,2110,1695,210,3311,340,78,357,293,436,282,5915,4267,3600,921,54,19,346,86,562,211,1100,319,168,795,2493,392,1691,265,3960,81,984,1559,1791,4258,647,6473,6046,24,40,800,368,3817,19018,974,3440,547,4902,594,3474,1297,452,1449,227,622,36,528,17978,1489,612,1239,1892,397,627,40,390,NA,1362,1547,17834,1471,998,829,375,46,NA,248,16666,588,1806,919,127,42,761,468,469,16833,279,235,369,54,870,171,160,353,366,5328,18183,517,2551,967,2724,393,247,676,3374,1224,15916,104,337,9038,566,1055,5470,5244,18156,6780,5740,11903,4744,1494,1637,62,23319,2382,391,5397,3755,10547,1629,NA,6370,483,20,6010,25345,10503,3712,4017,48,926,993,583,116,158,398,720,1540,24177,2338,1266,2304,1205,747,837,5492,252,372,435,10460,4658,1721,536,170,NA,5638,561,4609,27311,6883,58,3267,413,7473,2971,1234,3222,4607,405,285,531,1253,2239,2663,918,995,24915
Met_pos_140,311.2692261,10.42028352,1164898,2520,1199781,1183103,1125350,1071841,532690,296026,1927,225838,344218,409936,346887,478259,280122,605048,464115,419479,1176549,635248,426130,469086,295885,316311,306159,242321,345268,227992,1204956,339567,222104,264228,203705,474608,382695,1150596,232057,325755,114199,452574,4374,283110,224607,349567,1098650,169979,417736,335457,213701,202046,303489,1614,282462,264170,440361,407492,330732,1027565,529351,423992,194418,170852,137333,190093,173057,193530,339065,204987,1063970,97870,227205,258455,280172,148062,203978,1608,213314,101468,952388,103702,267541,134803,199250,188486,153281,99961,197645,871429,189785,828,171569,2490,128539,186754,2303,2992,161531,139341,903216,153878,207860,243520,171960,260954,207167,239982,352815,248181,232991,1479,268370,234957,865185,195082,218610,193890,200730,228514,1508,242745,247118,567059,454300,218423,968428,318098,245631,170924,266410,223043,160699,171605,1059224,179824,195510,172207,276698,356607,151476,115060,184642,1047555,293174,120753,1864,338760,325689,174563,196945,336240,254643,270361,1005232,282121,123788,293977,216818,227786,163596,143279,187034,193460,1044073,114493,224359,237910,208502,164242,263339,281102,1060423,140663,441951,272939,260677,275302,266064,2167,1044299,239827,317458,207989,149564,225690,291254,2287,242832,235545,256249,242863,1183473,198063,514,217030,262384,230126,287742,2378,279024,345359,2831,267197,222355,5370,260734,284787,307791,396982,239901,309892,219131,703,234175,192881,869,212628,1418372,195065,271788,353373,300313,244224,175668,1361234,156489,226199,254265,202896,277996,302282,341199,318023,1394652,399258,180008,265703,239685,248301,161638,201520,173299,1505564
Met_pos_1402,677.3893433,14.65580142,226322,275374,268988,235799,242170,262448,54583,59145,42156,41253,44859,82107,2690,66265,91177,63057,90461,54484,263439,36201,120218,69282,108166,57394,101562,58971,51463,61532,248535,58541,77324,114555,64159,96731,58467,270892,33555,48635,36061,67319,84338,50737,88731,60522,247793,26485,36264,22486,69260,66512,91527,80564,77366,54330,56637,138413,48303,249257,NA,71074,40530,20626,36303,34545,12443,66857,47325,50800,244576,79257,70138,7512,7115,55606,93065,53359,47007,33859,228831,2843,44645,33672,24179,21032,56877,64415,59065,311654,32414,65770,70669,15896,48425,17534,51687,70688,99494,98973,280311,81395,13514,37142,29016,51758,60505,22533,18866,12293,90655,40593,19955,25879,312515,93505,59705,61894,78448,36882,46837,55077,31321,78019,29496,49979,261250,47168,74934,66083,48365,28449,16649,31546,305266,48404,24582,38353,40892,55879,61543,54536,49249,241275,7624,30566,33524,46926,62479,41243,50630,31631,70899,37100,247255,113652,136188,77414,90499,113068,74770,8742,47466,52722,228056,35570,32993,80510,67960,62582,82452,76080,223301,29440,60260,40413,67496,52371,81050,7990,253384,27551,3983,38789,39590,31193,39452,78460,37504,39076,25588,40791,277408,61340,38447,56621,54896,38480,51333,48105,63365,53206,42501,77304,80851,293408,73041,27008,36016,38808,20411,24717,79579,38270,26323,22652,135297,74527,285060,30796,36926,90345,52726,22422,69957,318626,75499,57601,41089,32905,76704,31630,71590,33722,310999,11045,57781,30891,29636,152238,145516,102197,1801,288692
Met_pos_1403,529.3527222,14.43410287,39714,48213,51530,45086,49678,NA,11515,NA,13222,NA,10435,35427,45526,17706,69134,NA,8729,7701,52906,16578,10864,12402,16294,15472,31665,19024,16947,4091,54939,20033,18125,8904,16512,13970,NA,51940,NA,5711,7052,42420,62419,7065,2619,12636,36952,7922,11644,18493,4111,2647,NA,10170,2187,21858,12408,NA,NA,39759,2522,4910,4401,9972,9960,NA,28276,20257,17761,26021,47019,14177,NA,2457,9847,NA,14379,2446,9677,9526,44745,NA,9738,11931,NA,9441,1015,7235,3472,39554,NA,9667,26359,10531,NA,NA,NA,8052,24665,12820,37712,4750,NA,18507,7745,NA,3494,6324,5221,4440,NA,NA,NA,NA,33049,1028,22953,NA,NA,NA,3806,7542,13314,NA,NA,5604,34474,NA,NA,15727,11970,3537,NA,3166,25883,NA,7289,3811,13923,NA,NA,3589,4352,38448,NA,NA,13903,3125,21227,11271,26045,NA,30720,21450,64133,NA,NA,NA,NA,12554,4316,NA,6434,5956,41571,5194,NA,11373,15597,9502,5011,NA,5065,NA,NA,NA,NA,NA,14735,7006,33004,NA,15028,1402,28068,29576,23477,75624,NA,18854,3333,1560,34035,1941,7959,NA,12228,13733,53491,12359,12049,10327,1293,12406,17424,36891,5732,13406,4233,NA,8377,20705,9434,9696,20108,12522,17069,4205,67149,NA,8842,114266,20386,8505,7636,55535,17542,11485,2098,4361,4435,12998,NA,6239,46309,NA,3469,12876,9028,6533,20078,NA,NA,46722
